code,name
522028,ОВД ВАЧСКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
522029,ОВД ВЕТЛУЖСКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
522030,ОВД ВОЗНЕСЕНСКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
522031,ВОЛОДАРСКИМ РОВД НИЖЕГОРОДСКОЙ ОБЛ.
522031,ОВД ВОЛОДАРСКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
522032,ВОРОТЫНСКИМ РОВД НИЖЕГОРОДСКОЙ ОБЛ.
522032,ОВД ВОРОТЫНСКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
522033,ВОСКРЕСЕНСКИМ РОВД НИЖЕГОРОДСКОЙ ОБЛ.
522033,ОВД ВОСКРЕСЕНСКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
522034,ГАГИНСКИМ РОВД НИЖЕГОРОДСКОЙ ОБЛ.
522034,ОВД ГАГИНСКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
522035,Д КОНСТАНТИНОВСКИМ РОВД НИЖЕГОРОДСКОЙ ОБЛ.
522035,ОВД ДАЛЬНЕКОНСТАНТИНОВСКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
522036,ОВД ДИВЕЕВСКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
522037,КНЯГИНИНСКИМ РОВД НИЖЕГОРОДСКОЙ ОБЛ.
522037,ОВД КНЯГИНИНСКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
522038,КОВЕРНИНСКИМ РОВД НИЖЕГОРОДСКОЙ ОБЛ.
522038,ОВД КОВЕРНИНСКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
522039,КРАСНОБАКОВСКИМ РОВД НИЖЕГОРОДСКОЙ ОБЛ.
522039,ОВД КРАСНОБАКОВСКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
522040,ОВД КРАСНООКТЯБРЬСКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
522041,ЛУКОЯНОВСКИМ РОВД НИЖЕГОРОДСКОЙ ОБЛ.
522041,ЛУКОЯНОВСКИМ РОВД
522041,ОВД ЛУКОЯНОВСКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
522042,ЛЫСКОВСКИМ РОВД НИЖЕГОРОДСКОЙ ОБЛ.
522042,ОВД ЛЫСКОВСКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
522043,НАВАШИНСКИМ РОВД НИЖЕГОРОДСКОЙ ОБЛ.
522043,ОВД НАВАШИНСКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
522044,ОВД ПЕРВОМАЙСКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
522044,ПЕРВОМАЙСКИМ РОВД НИЖЕГОРОДСКОЙ ОБЛ.
522045,ОВД ПЕРЕВОЗСКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
522045,ПЕРЕВОЗСКИМ РОВД НИЖЕГОРОДСКОЙ ОБЛ.
522046,ОВД ПИЛЬНИНСКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
522046,ПИЛЬНИНСКИМ РОВД НИЖЕГОРОДСКОЙ ОБЛ.
522047,ОВД ПОЧИНКОВСКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
522047,ПОЧИНКОВСКИМ РОВД НИЖЕГОРОДСКОЙ ОБЛ.
522048,ОВД СЕМЕНОВСКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
522048,СЕМЕНОВСКИМ РОВД НИЖЕГОРОДСКОЙ ОБЛ.
522048,СЕМЕНОВСКИМ РОВД
522049,ОВД СЕРГАЧСКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
522049,СЕРГАЧСКИМ РОВД НИЖЕГОРОДСКОЙ ОБЛ.
522050,ОВД СЕЧЕНОВСКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
522050,СЕЧЕНОВСКИМ РОВД НИЖЕГОРОДСКОЙ ОБЛ.
522051,ОВД СОСНОВСКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
522051,СОСНОВСКИМ РОВД НИЖЕГОРОДСКОЙ ОБЛ.
522052,ОВД СПАССКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
522052,СПАССКИМ РОВД НИЖЕГОРОДСКОЙ ОБЛ.
522053,ОВД ТОНКИНСКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
522054,ОВД ТОНШАЕВСКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
522054,ТОНШАЕВСКИМ РОВД НИЖЕГОРОДСКОЙ ОБЛ.
522055,ОВД УРЕНСКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
522055,УРЕНСКИМ ОВД НИЖЕГОРОДСКОЙ ОБЛ.
522056,ОВД ЧКАЛОВСКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
522056,ЧКАЛОВСКИМ РОВД НИЖЕГОРОДСКОЙ ОБЛ.
522057,ОВД ШАРАНГСКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
522057,ШАРАНГСКИМ РОВД НИЖЕГОРОДСКОЙ ОБЛ.
522058,ОВД ШАТКОВСКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
522058,ШАТКОВСКИМ РОВД НИЖЕГОРОДСКОЙ ОБЛ.
522059,ОВД ШАХУНСКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
522059,ШАХУНСКИМ РОВД НИЖЕГОРОДСКОЙ ОБЛ.
522060,ОВД СОКОЛЬСКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
522060,СОКОЛЬСКИМ РОВД НИЖЕГОРОДСКОЙ ОБЛ.
522061,УВД Г. САРОВ НИЖЕГОРОДСКОЙ ОБЛ.
523001,ЗАВОЛЖСКИМ ОМ ГОРОДЕЦКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
523001,ЗАВОЛЖСКИМ ОМ УВД ГОРОДЕЦКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
523002,ГОРБАТОВСКИМ ОМ ОВД Г. ПАВЛОВА НИЖЕГОРОДСКОЙ ОБЛ.
523003,ВОРСМЕНСКИМ ГОРОДСКИМ ОМ ПАВЛОВСКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
523003,ВОРСМЕНСКИМ ОМ ОВД Г. ПАВЛОВА НИЖЕГОРОДСКОЙ ОБЛ.
523004,МУХТОЛОВСКИМ ОМ ОВД АРДАТОВСКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
523005,КАЛИНИНСКИМ ОМ ОВД ВЕТЛУЖСКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
523006,ПИЖМЕНСКИМ ОМ ОВД ТОНШАЕВСКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
523007,ВАХТАНСКИМ ОМ ОВД ШАХУНСКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
523008,СЯВСКИМ ОМ ОВД ШАХУНСКОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛ.
523009,ПРАВДИНСКИМ ОМ ОВД Г. БАЛАХНЫ НИЖЕГОРОДСКОЙ ОБЛ.
523009,ПРАВДИНСКИМ ПОСЕЛКОВЫМ ОМ БАЛАХНИНСКОГО ГОВД НИЖЕГОРОДСКОЙ ОБЛ.
523010,ОТДЕЛЕНИЕМ МИЛИЦИИ ПГТ ДАЛЬНЕЕ КОНСТАНТИНОВО-5 НИЖЕГОРОДСКОЙ ОБЛ.
523011,УВД Г. ДЗЕРЖИНСКА НИЖЕГОРОДСКОЙ ОБЛ.
530001,УМВД РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530001,УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530002,ОТДЕЛОМ УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ. В Г. ВЕЛИКИЙ НОВГОРОД
530002,УМВД РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530003,ОТДЕЛЕНИЕМ В БОРОВИЧСКОМ РАЙОНЕ МРО № 1 УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530003,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ. В БОРОВИЧСКОМ РАЙОНЕ
530003,УМВД РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530004,ОТДЕЛЕНИЕМ В СТАРОРУССКОМ РАЙОНЕ МРО № 2 УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530004,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ. В СТАРОРУССКОМ РАЙОНЕ
530004,УМВД РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530005,МП В ПОС. БАТЕЦКИЙ МРО № 2 УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530005,ТП В БАТЕЦКОМ РАЙОНЕ МРО № 3 УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530005,ТП В ПОС. БАТЕЦКИЙ МРО № 2 УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530005,УМВД РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530006,ОТДЕЛЕНИЕМ В ВАЛДАЙСКОМ РАЙОНЕ МРО № 4 УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530006,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ. В ВАЛДАЙСКОМ РАЙОНЕ
530006,УМВД РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530007,ТП В ВОЛОТОВСКОМ РАЙОНЕ МРО № 2 УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530007,УМВД РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530008,ОТДЕЛЕНИЕМ В ДЕМЯНСКОМ РАЙОНЕ МРО № 4 УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530008,ТП УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ. В ДЕМЯНСКОМ РАЙОНЕ
530008,УМВД РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530009,ОТДЕЛЕНИЕМ В КРЕСТЕЦКОМ РАЙОНЕ МРО № 4 УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530009,ТП УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ. В КРЕСТЕЦКОМ РАЙОНЕ
530009,УМВД РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530010,МП В ПОС. ЛЮБЫТИНО МРО № 1 УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530010,ТП В ЛЮБЫТИНСКОМ РАЙОНЕ МРО № 1 УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530010,ТП УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ. В ЛЮБЫТИНСКОМ РАЙОНЕ
530010,УМВД РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530011,МП В Г. МАЛАЯ ВИШЕРА МРО № 4 УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530011,ОТДЕЛЕНИЕМ В МАЛОВИШЕРСКОМ РАЙОНЕ МРО № 3 УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530011,ОТДЕЛЕНИЕМ В МАЛОВИШЕРСКОМ РАЙОНЕ МРО № 4 УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530011,ОТДЕЛЕНИЕМ УФМС В Г. МАЛАЯ ВИШЕРА МРО № 4 УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530011,ТП УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ. В МАЛОВИШЕРСКОМ РАЙОНЕ
530011,УМВД РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530012,ТП В МАРЕВСКОМ РАЙОНЕ МРО № 4 УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530012,УМВД РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530013,ТП В МОШЕНСКОМ РАЙОНЕ МРО № 1 УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530013,УМВД РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530014,ОТДЕЛЕНИЕМ В НОВГОРОДСКОМ РАЙОНЕ МРО № 3 УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530014,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ. В НОВГОРОДСКОМ РАЙОНЕ
530014,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ. В ПОС. ПАНКОВКА
530014,УМВД РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530015,МП В Г. ОКУЛОВКА МРО № 4 УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530015,ОТДЕЛЕНИЕМ В ОКУЛОВСКОМ РАЙОНЕ МРО № 4 УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530015,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ. В ОКУЛОВСКОМ РАЙОНЕ
530015,УМВД РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530016,МП В ПОС. ПАРФИНО МРО № 2 УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530016,ОТДЕЛЕНИЕМ В ПАРФИНСКОМ РАЙОНЕ МРО № 2 УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530016,ТП УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ. В ПАРФИНСКОМ РАЙОНЕ
530016,УМВД РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530017,МП В Г. ПЕСТОВО МРО № 1 УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530017,ОТДЕЛЕНИЕМ В ПЕСТОВСКОМ РАЙОНЕ МРО № 1 УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530017,ТП УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ. В ПЕСТОВСКОМ РАЙОНЕ
530017,УМВД РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530018,ТП В ПОДДОРСКОМ РАЙОНЕ МРО № 2 УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530018,УМВД РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530019,МП В Г. СОЛЬЦЫ МРО № 2 УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530019,ОТДЕЛЕНИЕМ В СОЛЕЦКОМ РАЙОНЕ МРО № 2 УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530019,ТП УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ. В СОЛЕЦКОМ РАЙОНЕ
530019,УМВД РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530020,ТП В ХВОЙНИНСКОМ РАЙОНЕ МРО № 1 УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530020,ТП УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ. В ХВОЙНИНСКОМ РАЙОНЕ
530020,УМВД РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530021,МП В Г. ХОЛМ МРО № 2 УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530021,ТП В ХОЛМСКОМ РАЙОНЕ МРО № 2 УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530021,УМВД РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530022,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ. В ЧУДОВСКОМ РАЙОНЕ
530022,УМВД РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530023,МП В ПОС. ШИМСК МРО № 2 УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530023,ТП В Г. ШИМСК МРО № 2 УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530023,ТП В ШИМСКОМ РАЙОНЕ МРО № 3 УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
530023,ТП УФМС РОССИИ ПО НОВГОРОДСКОЙ ОБЛ. В ШИМСКОМ РАЙОНЕ
530023,УМВД РОССИИ ПО НОВГОРОДСКОЙ ОБЛ.
531001,УВД НОВГОРОДСКОЙ ОБЛ.
532001,УВД ВЕЛИКОГО НОВГОРОДА
532003,БОРОВИЧСКИМ ГОВД НОВГОРОДСКОЙ ОБЛ.
532003,БОРОВИЧСКИМ ГОРОДСКИМ ОВД НОВГОРОДСКОЙ ОБЛ.
532004,СТАРОРУССКИМ ГОВД НОВГОРОДСКОЙ ОБЛ.
532004,СТАРОРУССКИМ ГОРОДСКИМ ОВД НОВГОРОДСКОЙ ОБЛ.
532005,ОВД БАТЕЦКОГО РАЙОНА НОВГОРОДСКОЙ ОБЛ.
532006,ВАЛДАЙСКИМ РОВД НОВГОРОДСКОЙ ОБЛ.
532006,ОВД ВАЛДАЙСКОГО РАЙОНА НОВГОРОДСКОЙ ОБЛ.
532007,ОВД ВОЛОТОВСКОГО РАЙОНА НОВГОРОДСКОЙ ОБЛ.
532008,ДЕМЯНСКИМ РОВД НОВГОРОДСКОЙ ОБЛ.
532008,ОВД ДЕМЯНСКОГО РАЙОНА НОВГОРОДСКОЙ ОБЛ.
532009,КРЕСТЕЦКИМ РОВД НОВГОРОДСКОЙ ОБЛ.
532009,ОВД КРЕСТЕЦКОГО РАЙОНА НОВГОРОДСКОЙ ОБЛ.
532010,ЛЮБЫТИНСКИМ РОВД НОВГОРОДСКОЙ ОБЛ.
532010,ОВД ЛЮБЫТИНСКОГО РАЙОНА НОВГОРОДСКОЙ ОБЛ.
532011,МАЛОВИШЕРСКИМ РОВД НОВГОРОДСКОЙ ОБЛ.
532011,ОВД МАЛОВИШЕРСКОГО РАЙОНА НОВГОРОДСКОЙ ОБЛ.
532012,ОВД МАРЕВСКОГО РАЙОНА НОВГОРОДСКОЙ ОБЛ.
532013,ОВД МОШЕНСКОГО РАЙОНА НОВГОРОДСКОЙ ОБЛ.
532014,НОВГОРОДСКИМ РОВД НОВГОРОДСКОЙ ОБЛ.
532014,ОВД НОВГОРОДСКОГО РАЙОНА НОВГОРОДСКОЙ ОБЛ.
532015,ОВД ОКУЛОВСКОГО РАЙОНА НОВГОРОДСКОЙ ОБЛ.
532015,ОКУЛОВСКИМ РОВД НОВГОРОДСКОЙ ОБЛ.
532016,ОВД ПАРФИНСКОГО РАЙОНА НОВГОРОДСКОЙ ОБЛ.
532016,ПАРФИНСКИМ РОВД НОВГОРОДСКОЙ ОБЛ.
532017,ОВД ПЕСТОВСКОГО РАЙОНА НОВГОРОДСКОЙ ОБЛ.
532017,ПЕСТОВСКИМ РОВД НОВГОРОДСКОЙ ОБЛ.
532018,ОВД ПОДДОРСКОГО РАЙОНА НОВГОРОДСКОЙ ОБЛ.
532019,ОВД СОЛЕЦКОГО РАЙОНА НОВГОРОДСКОЙ ОБЛ.
532019,СОЛЕЦКИМ РОВД НОВГОРОДСКОЙ ОБЛ.
532020,ОВД ХВОЙНИНСКОГО РАЙОНА НОВГОРОДСКОЙ ОБЛ.
532020,ХВОЙНИНСКИМ РОВД НОВГОРОДСКОЙ ОБЛ.
532021,ОВД ХОЛМСКОГО РАЙОНА НОВГОРОДСКОЙ ОБЛ.
532022,ОВД ЧУДОВСКОГО РАЙОНА НОВГОРОДСКОЙ ОБЛ.
532022,ЧУДОВСКИМ РОВД НОВГОРОДСКОЙ ОБЛ.
532023,ОВД ШИМСКОГО РАЙОНА НОВГОРОДСКОЙ ОБЛ.
532023,ШИМСКИМ РОВД НОВГОРОДСКОЙ ОБЛ.
540001,ГУ МВД РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ.
540001,УФМС РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ.
540002,ГУ МВД РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ.
540002,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ. В ДЗЕРЖИНСКОМ РАЙОНЕ Г. НОВОСИБИРСКА
540002,ОТДЕЛОМ УФМС РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ. В ДЗЕРЖИНСКОМ РАЙОНЕ
540003,ГУ МВД РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ.
540003,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ. В ЖЕЛЕЗНОДОРОЖНОМ РАЙОНЕ Г. НОВОСИБИРСКА
540003,ОТДЕЛОМ УФМС РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ. В ЖЕЛЕЗНОДОРОЖНОМ РАЙОНЕ Г. НОВОСИБИРСКА
540003,ОТДЕЛОМ УФМС РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ. В ЖЕЛЕЗНОДОРОЖНОМ РАЙОНЕ
540004,ГУ МВД РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ.
540004,ОТДЕЛЕНИЕМ В ЗАЕЛЬЦОВСКОМ РАЙОНЕ ОУФМС РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ. В КАЛИНИНСКОМ РАЙОНЕ Г. НОВОСИБИРСКА
540004,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ. В ЗАЕЛЬЦОВСКОМ РАЙОНЕ Г. НОВОСИБИРСКА
540004,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ. В ЗАЕЛЬЦОВСКОМ РАЙОНЕ
540004,ОТДЕЛОМ УФМС РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ. В ЗАЕЛЬЦОВСКОМ РАЙОНЕ
540005,ГУ МВД РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ.
540005,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ. В КАЛИНИНСКОМ РАЙОНЕ Г. НОВОСИБИРСКА
540005,ОТДЕЛОМ УФМС РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ. В КАЛИНИНСКОМ РАЙОНЕ Г. НОВОСИБИРСКА
540005,ОТДЕЛОМ УФМС РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ. В КАЛИНИНСКОМ РАЙОНЕ
540006,ГУ МВД РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ.
540006,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ. В КИРОВСКОМ РАЙОНЕ Г. НОВОСИБИРСКА
540006,ОТДЕЛОМ УФМС РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ. В КИРОВСКОМ РАЙОНЕ
540007,ГУ МВД РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ.
540007,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ. В ЛЕНИНСКОМ РАЙОНЕ Г. НОВОСИБИРСКА
540007,ОТДЕЛОМ УФМС РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ. В ЛЕНИНСКОМ РАЙОНЕ Г. НОВОСИБИРСКА
540007,ОТДЕЛОМ УФМС РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ. В ЛЕНИНСКОМ РАЙОНЕ
540008,ГУ МВД РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ.
540008,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ. В ОКТЯБРЬСКОМ РАЙОНЕ Г. НОВОСИБИРСКА
540008,ОТДЕЛОМ УФМС РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ. В ОКТЯБРЬСКОМ РАЙОНЕ Г. НОВОСИБИРСКА
540008,ОТДЕЛОМ УФМС РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ. В ОКТЯБРЬСКОМ РАЙОНЕ
540009,ГУ МВД РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ.
540009,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ. В ПЕРВОМАЙСКОМ РАЙОНЕ Г. НОВОСИБИРСКА
540009,ОТДЕЛОМ УФМС РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ. В ПЕРВОМАЙСКОМ РАЙОНЕ
540010,ГУ МВД РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ.
540010,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ. В СОВЕТСКОМ РАЙОНЕ Г. НОВОСИБИРСКА
540010,ОТДЕЛОМ УФМС РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ. В СОВЕТСКОМ РАЙОНЕ Г. НОВОСИБИРСКА
540010,ОТДЕЛОМ УФМС РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ. В СОВЕТСКОМ РАЙОНЕ
540011,ГУ МВД РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ.
540011,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ. В ЦЕНТРАЛЬНОМ РАЙОНЕ Г. НОВОСИБИРСКА
540011,ОТДЕЛОМ УФМС РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ. В ЦЕНТРАЛЬНОМ РАЙОНЕ Г. НОВОСИБИРСКА
540011,ОТДЕЛОМ УФМС РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ. В ЦЕНТРАЛЬНОМ РАЙОНЕ
540012,ГУ МВД РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ.
540012,ТП УФМС РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ. В БАГАНСКОМ РАЙОНЕ
540013,ГУ МВД РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ.
540013,ОВД Г. БЕРДСКА НОВОСИБИРСКОЙ ОБЛ.
540013,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ. В БАРАБИНСКОМ РАЙОНЕ
540014,ГУ МВД РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ.
540014,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ. В Г. БЕРДСКЕ
540015,ГУ МВД РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ.
540015,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ. В БОЛОТНИНСКОМ РАЙОНЕ
540016,ГУ МВД РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ.
540016,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ. В ВЕНГЕРОВСКОМ РАЙОНЕ
540017,ГУ МВД РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ.
540017,ТП УФМС РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ. В ДОВОЛЕНСКОМ РАЙОНЕ
540018,ГУ МВД РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ.
